id,name,raw_affiliation,country_id,normalized_name
283,"Department Of Family Medicine, Severance Hospital, Yonsei University College Of Medicine, Seoul, Republic Of Korea.","Department of Family Medicine, Severance Hospital, Yonsei University College of Medicine, Seoul, Republic of Korea.",,
284,"Department Of Anesthesiology, The First Affiliated Hospital Of Ustc, Center For Advanced Interdisciplinary Science And Biomedicine Of Ihm, Hefei National Laboratory For Physical Sciences At The Microscale, Division Of Life Sciences And Medicine, University Of Science And Technology Of China, Hefei, Pr China.","Department of Anesthesiology, The First Affiliated Hospital of USTC, Center for Advanced Interdisciplinary Science and Biomedicine of IHM, Hefei National Laboratory for Physical Sciences at the Microscale, Division of Life Sciences and Medicine, University of Science and Technology of China, Hefei, PR China.",,
285,"Department Of Endocrinology And Metabolism, The First Affiliated Hospital Of Ustc, University Of Science And Technology Of China, Hefei, Pr China.","Department of Endocrinology and Metabolism, The First Affiliated Hospital of USTC, University of Science and Technology of China, Hefei, PR China.",,
286,"Department Of Anesthesiology, The First Affiliated Hospital Of Ustc, Division Of Life Sciences And Medicine, University Of Science And Technology Of China, Hefei, Pr China.","Department of Anesthesiology, The First Affiliated Hospital of USTC, Division of Life Sciences and Medicine, University of Science and Technology of China, Hefei, PR China.",,
287,"Department Of Neurology, The First Affiliated Hospital Of Ustc, Division Of Life Sciences And Medicine, University Of Science And Technology Of China, Hefei, Pr China.","Department of Neurology, The First Affiliated Hospital of USTC, Division of Life Sciences and Medicine, University of Science and Technology of China, Hefei, PR China.",,
288,"Department Of Pain Medicine, The First Affiliated Hospital Of Anhui Medical University, Hefei, Pr China.","Department of Pain Medicine, The First Affiliated Hospital of Anhui Medical University, Hefei, PR China.",,
289,"Department Of Anesthesiology, The First Affiliated Hospital Of Anhui Medical University, Hefei, Pr China.","Department of Anesthesiology, The First Affiliated Hospital of Anhui Medical University, Hefei, PR China.",,
290,"Department Of Psychological Medicine, Renji Hospital, School Of Medicine, Shanghai Jiao Tong University, Shanghai, Pr China.","Department of Psychological Medicine, Renji Hospital, School of Medicine, Shanghai Jiao Tong University, Shanghai, PR China.",,
291,"Department Of Radiation Oncology, The First Affiliated Hospital Of Ustc, Division Of Life Sciences And Medicine, University Of Science And Technology Of China, Hefei, Pr China.","Department of Radiation Oncology, The First Affiliated Hospital of USTC, Division of Life Sciences and Medicine, University of Science and Technology of China, Hefei, PR China.",,
292,"Department Of Earth And Environmental Sciences, Lund University, Lund, Sweden.","Department of Earth and Environmental Sciences, Lund University, Lund, Sweden.",,
293,"Department Of Physical Geography, Stockholm University, Stockholm, Sweden.","Department of Physical Geography, Stockholm University, Stockholm, Sweden.",,
294,"Earth System Science Department, Stanford University, Stanford, Ca, Usa.","Earth System Science Department, Stanford University, Stanford, CA, USA.",,
295,"Department Of Biological And Ecological Engineering, Oregon State University, Corvallis, Or, Usa.","Department of Biological and Ecological Engineering, Oregon State University, Corvallis, OR, USA.",,
296,"Biokonsult, Stora Slågarp 96, Trelleborg, Sweden.","Biokonsult, Stora Slågarp 96, Trelleborg, Sweden.",,
297,"Centre For Mathematical Sciences, Lund University, Lund, Sweden.","Centre for Mathematical Sciences, Lund University, Lund, Sweden.",,
298,"Hubei Key Laboratory Of Regional Ecology And Environmental Change, School Of Geography And Information Engineering, China University Of Geosciences, Wuhan, China.","Hubei Key Laboratory of Regional Ecology and Environmental Change, School of Geography and Information Engineering, China University of Geosciences, Wuhan, China.",,
299,"Center For Van Der Waals Quantum Solids, Institute For Basic Science (Ibs), Pohang, Republic Of Korea.","Center for van der Waals Quantum Solids, Institute for Basic Science (IBS), Pohang, Republic of Korea.",,
300,"Theory Department, Max Planck Institute For Structure And Dynamics Of Matter And Center For Free-Electron Laser Science, Hamburg, Germany.","Theory Department, Max Planck Institute for Structure and Dynamics of Matter and Center for Free-Electron Laser Science, Hamburg, Germany.",,
301,"Department Of Materials Science And Engineering, Pohang University Of Science And Technology (Postech), Pohang, Republic Of Korea.","Department of Materials Science and Engineering, Pohang University of Science and Technology (POSTECH), Pohang, Republic of Korea.",,
302,"School Of Electrical Engineering, Korea Advanced Institute Of Science And Technology (Kaist), Daejeon, Republic Of Korea.","School of Electrical Engineering, Korea Advanced Institute of Science and Technology (KAIST), Daejeon, Republic of Korea.",,
303,"Research Center For Electronic And Optical Materials, National Institute For Materials Science, Tsukuba, Japan.","Research Center for Electronic and Optical Materials, National Institute for Materials Science, Tsukuba, Japan.",,
304,"Research Center For Materials Nanoarchitectonics, National Institute For Materials Science, Tsukuba, Japan.","Research Center for Materials Nanoarchitectonics, National Institute for Materials Science, Tsukuba, Japan.",,
305,"Riken Pioneering Research Institute (Pri), Wako, Saitama, Japan.","RIKEN Pioneering Research Institute (PRI), Wako, Saitama, Japan.",,
306,"Department Of Chemistry, Scripps Research, La Jolla, Ca, Usa.","Department of Chemistry, Scripps Research, La Jolla, CA, USA.",,
307,"Graduate School Of Pharmaceutical Sciences, The University Of Tokyo, Tokyo, Japan.","Graduate School of Pharmaceutical Sciences, The University of Tokyo, Tokyo, Japan.",,
308,"Department Of Molecular And Cell Biology, University Of California, Berkeley, Berkeley, Ca, Usa.","Department of Molecular and Cell Biology, University of California, Berkeley, Berkeley, CA, USA.",,
309,"Thomas C. Jenkins Department Of Biophysics, Johns Hopkins University, Baltimore, Md, Usa.","Thomas C. Jenkins Department of Biophysics, Johns Hopkins University, Baltimore, MD, USA.",,
310,"Key Laboratory Of Deep Petroleum Intelligent Exploration And Development, Institute Of Geology And Geophysics, Chinese Academy Of Sciences, Beijing, China.","Key Laboratory of Deep Petroleum Intelligent Exploration and Development, Institute of Geology and Geophysics, Chinese Academy of Sciences, Beijing, China.",,
311,"Department Of Earth, Atmospheric, And Planetary Sciences, Purdue University, West Lafayette, In, Usa.","Department of Earth, Atmospheric, and Planetary Sciences, Purdue University, West Lafayette, IN, USA.",,
312,"Agriculture And Environmentdepartment, Harper Adams University, Newport, Uk.","Agriculture and EnvironmentDepartment, Harper Adams University, Newport, UK.",,
313,"Earth Rover Program, London, Uk.","Earth Rover Program, London, UK.",,
314,"Behavioral And Cognitive Neuroscience Center, Institute Of Science And Technology For Brain-Inspired Intelligence, Fudan University, Shanghai, China.","Behavioral and Cognitive Neuroscience Center, Institute of Science and Technology for Brain-Inspired Intelligence, Fudan University, Shanghai, China.",,
315,"Department Of Anesthesiology And Department Of Rehabilitation Medicine, Huashan Hospital, Fudan University, Shanghai, China.","Department of Anesthesiology and Department of Rehabilitation Medicine, Huashan Hospital, Fudan University, Shanghai, China.",,
316,"Leslie Dan Faculty Of Pharmacy, University Of Toronto, Toronto, On M5S 3M2, Canada.","Leslie Dan Faculty of Pharmacy, University of Toronto, Toronto, ON M5S 3M2, Canada.",,
317,"Leslie Dan Faculty Of Pharmacy, University Of Toronto, Toronto, On M5S 3M2, Canada","Leslie Dan Faculty of Pharmacy, University of Toronto, Toronto, ON M5S 3M2, Canada; Department of Computer Science, University of Toronto, Toronto, ON M5S 2E4, Canada; Vector Institute for Artificial Intelligence, Toronto, ON M5G 0C6, Canada.",,
318," Department Of Computer Science, University Of Toronto, Toronto, On M5S 2E4, Canada","Leslie Dan Faculty of Pharmacy, University of Toronto, Toronto, ON M5S 3M2, Canada; Department of Computer Science, University of Toronto, Toronto, ON M5S 2E4, Canada; Vector Institute for Artificial Intelligence, Toronto, ON M5G 0C6, Canada.",,
319," Vector Institute For Artificial Intelligence, Toronto, On M5G 0C6, Canada.","Leslie Dan Faculty of Pharmacy, University of Toronto, Toronto, ON M5S 3M2, Canada; Department of Computer Science, University of Toronto, Toronto, ON M5S 2E4, Canada; Vector Institute for Artificial Intelligence, Toronto, ON M5G 0C6, Canada.",,
320,"Department Of Computer Science, University Of Toronto, Toronto, On M5S 2E4, Canada","Department of Computer Science, University of Toronto, Toronto, ON M5S 2E4, Canada; Vector Institute for Artificial Intelligence, Toronto, ON M5G 0C6, Canada.",,
321," Institute Of Biomedical Engineering, University Of Toronto, Toronto, On M5S 3G9, Canada.","Leslie Dan Faculty of Pharmacy, University of Toronto, Toronto, ON M5S 3M2, Canada; Institute of Biomedical Engineering, University of Toronto, Toronto, ON M5S 3G9, Canada.",,
322," Vector Institute For Artificial Intelligence, Toronto, On M5G 0C6, Canada","Department of Computer Science, University of Toronto, Toronto, ON M5S 2E4, Canada; Vector Institute for Artificial Intelligence, Toronto, ON M5G 0C6, Canada; Peter Munk Cardiac Centre, University Health Network, Toronto, ON M5G 2N2, Canada; Department of Laboratory Medicine and Pathobiology, University of Toronto, Toronto, ON M5S 3K3, Canada. Electronic address: bowang@vectorinstitute.ai.",,
323," Peter Munk Cardiac Centre, University Health Network, Toronto, On M5G 2N2, Canada","Department of Computer Science, University of Toronto, Toronto, ON M5S 2E4, Canada; Vector Institute for Artificial Intelligence, Toronto, ON M5G 0C6, Canada; Peter Munk Cardiac Centre, University Health Network, Toronto, ON M5G 2N2, Canada; Department of Laboratory Medicine and Pathobiology, University of Toronto, Toronto, ON M5S 3K3, Canada. Electronic address: bowang@vectorinstitute.ai.",,
324," Department Of Laboratory Medicine And Pathobiology, University Of Toronto, Toronto, On M5S 3K3, Canada. Electronic Address: Bowang@Vectorinstitute.Ai.","Department of Computer Science, University of Toronto, Toronto, ON M5S 2E4, Canada; Vector Institute for Artificial Intelligence, Toronto, ON M5G 0C6, Canada; Peter Munk Cardiac Centre, University Health Network, Toronto, ON M5G 2N2, Canada; Department of Laboratory Medicine and Pathobiology, University of Toronto, Toronto, ON M5S 3K3, Canada. Electronic address: bowang@vectorinstitute.ai.",,
325," Institute Of Biomedical Engineering, University Of Toronto, Toronto, On M5S 3G9, Canada","Leslie Dan Faculty of Pharmacy, University of Toronto, Toronto, ON M5S 3M2, Canada; Institute of Biomedical Engineering, University of Toronto, Toronto, ON M5S 3G9, Canada; Department of Chemistry, University of Toronto, Toronto, ON M5S 3H6, Canada; Princess Margaret Cancer Center, University Health Network, Toronto, ON M5G 2M9, Canada. Electronic address: bw.li@utoronto.ca.",,
326," Department Of Chemistry, University Of Toronto, Toronto, On M5S 3H6, Canada","Leslie Dan Faculty of Pharmacy, University of Toronto, Toronto, ON M5S 3M2, Canada; Institute of Biomedical Engineering, University of Toronto, Toronto, ON M5S 3G9, Canada; Department of Chemistry, University of Toronto, Toronto, ON M5S 3H6, Canada; Princess Margaret Cancer Center, University Health Network, Toronto, ON M5G 2M9, Canada. Electronic address: bw.li@utoronto.ca.",,
327," Princess Margaret Cancer Center, University Health Network, Toronto, On M5G 2M9, Canada. Electronic Address: Bw.Li@Utoronto.Ca.","Leslie Dan Faculty of Pharmacy, University of Toronto, Toronto, ON M5S 3M2, Canada; Institute of Biomedical Engineering, University of Toronto, Toronto, ON M5S 3G9, Canada; Department of Chemistry, University of Toronto, Toronto, ON M5S 3H6, Canada; Princess Margaret Cancer Center, University Health Network, Toronto, ON M5G 2M9, Canada. Electronic address: bw.li@utoronto.ca.",,
328,"Laboratory Of The Physics Of Biological Systems, Institute Of Physics, Epfl, Lausanne, Switzerland.","Laboratory of the Physics of Biological Systems, Institute of Physics, EPFL, Lausanne, Switzerland.",,
329,"Laboratory Of The Physics Of Biological Systems, Institute Of Physics, Epfl, Lausanne, Switzerland","Laboratory of the Physics of Biological Systems, Institute of Physics, EPFL, Lausanne, Switzerland; Laboratory of Protein and Cell Engineering, Institute of Bioengineering, EPFL, Lausanne, Switzerland.",,
330," Laboratory Of Protein And Cell Engineering, Institute Of Bioengineering, Epfl, Lausanne, Switzerland.","Laboratory of the Physics of Biological Systems, Institute of Physics, EPFL, Lausanne, Switzerland; Laboratory of Protein and Cell Engineering, Institute of Bioengineering, EPFL, Lausanne, Switzerland.",,
331,"Department Of Biochemistry, Universität Bayreuth, Bayreuth, Germany.","Department of Biochemistry, Universität Bayreuth, Bayreuth, Germany.",,
332,"Division Of Pulmonary Medicine, Department Of Medicine, Lausanne University Hospital (Chuv), University Of Lausanne (Unil), Lausanne, Switzerland.","Division of Pulmonary Medicine, Department of Medicine, Lausanne University Hospital (CHUV), University of Lausanne (UNIL), Lausanne, Switzerland.",,
333," Institute Of Bioengineering (Ibi), Epfl, Lausanne, Switzerland. Electronic Address: Sahand.Rahi@Epfl.Ch.","Laboratory of the Physics of Biological Systems, Institute of Physics, EPFL, Lausanne, Switzerland; Institute of Bioengineering (IBI), EPFL, Lausanne, Switzerland. Electronic address: sahand.rahi@epfl.ch.",,
334,"Department Of General Pediatrics, Neonatology And Pediatric Cardiology, Medical Faculty, University Hospital Düsseldorf, Heinrich-Heine-Düsseldorf, 40225 Düsseldorf, Germany.","Department of General Pediatrics, Neonatology and Pediatric Cardiology, Medical Faculty, University Hospital Düsseldorf, Heinrich-Heine-Düsseldorf, 40225 Düsseldorf, Germany.",,
